name,region,country,latitude,longitude,timezone,population
Agra,Uttar Pradesh,India,27.1833,78.0167,Asia/Kolkata,1430055
South Tangerang,Banten,Indonesia,-6.2886,106.7179,Asia/Jakarta,1429529
Tabriz,East Azerbaijan,Iran,38.08,46.2919,Asia/Tehran,1424641
Kharkiv,,Ukraine,49.9818,36.2548,Europe/Kyiv,1421125
Jinjiang,Fujian,China,24.8198,118.5742,Asia/Shanghai,1416151
Faridabad,Haryana,India,28.4112,77.3132,Asia/Kolkata,1414050
Bozhou,Anhui,China,33.8772,115.7703,Asia/Shanghai,1409436
Qujing,Yunnan,China,25.4833,103.7833,Asia/Shanghai,1408500
San Diego,California,United States,32.7157,-117.1647,America/Los_Angeles,1404452
Guadalajara,Jalisco,Mexico,20.6774,-103.3475,America/Mexico_City,1385629
The Bronx,New York,United States,40.8499,-73.8664,America/New_York,1385108
N'Djamena,N’Djaména,Chad,12.1067,15.0444,Africa/Ndjamena,1359526
Antananarivo,Analamanga,Madagascar,-18.9137,47.5361,Indian/Antananarivo,1349501
Douala,Littoral,Cameroon,4.0483,9.7043,Africa/Douala,1338082
Dallas,Texas,United States,32.7831,-96.8067,America/Chicago,1326087
Niamey,,Niger,13.5137,2.1098,Africa/Niamey,1323691
Calgary,Alberta,Canada,51.0501,-114.0853,America/Edmonton,1306784
Tripoli,,Libya,32.8874,13.1873,Africa/Tripoli,1302947
Amman,,Jordan,31.9552,35.945,Asia/Amman,1275857
Belgrade,Central Serbia,Serbia,44.804,20.4651,Europe/Belgrade,1273651
Montevideo,Montevideo Department,Uruguay,-34.9033,-56.1882,America/Montevideo,1270737
Maputo,Maputo City,Mozambique,-25.9655,32.5832,Africa/Maputo,1254837
Port-au-Prince,Ouest,Haiti,18.5435,-72.3388,America/Port-au-Prince,1234742
Mérida,Yucatán,Mexico,20.967,-89.6232,America/Merida,1201000
Gustavo Adolfo Madero,Mexico City,Mexico,19.4939,-99.1107,America/Mexico_City,1185772
Nouakchott,,Mauritania,18.0858,-15.9785,Africa/Nouakchott,1184530
Prague,,Czechia,50.088,14.4208,Europe/Prague,1165581
Copenhagen,Capital Region,Denmark,55.6759,12.5655,Europe/Copenhagen,1153615
Sofia,Sofia-Capital,Bulgaria,42.6975,23.3241,Europe/Sofia,1152556
Yerevan,,Armenia,40.1776,44.5126,Asia/Yerevan,1144700
Monterrey,Nuevo León,Mexico,25.6843,-100.3172,America/Monterrey,1135512
Kigali,,Rwanda,-1.95,30.0588,Africa/Kigali,1132686
Lilongwe,Central Region,Malawi,-13.9669,33.7873,Africa/Blantyre,1115815
Oslo,,Norway,59.9127,10.7461,Europe/Oslo,1082575
Ciudad Nezahualcoyotl,México,Mexico,19.4006,-99.0148,America/Mexico_City,1077208
Tbilisi,,Georgia,41.6914,44.8341,Asia/Tbilisi,1049498
Mexicali,Baja California,Mexico,32.6278,-115.4545,America/Tijuana,1032686
Ashgabat,,Turkmenistan,37.95,58.3833,Asia/Ashgabat,1030063
Dublin,Leinster,Ireland,53.3331,-6.2489,Europe/Dublin,1024027
Brussels,Brussels Capital,Belgium,50.8505,4.3488,Europe/Brussels,1019022
Ottawa,Ontario,Canada,45.4112,-75.6981,America/Toronto,1017449
Edmonton,Alberta,Canada,53.5501,-113.4687,America/Edmonton,1010899
Jacksonville,Florida,United States,30.3322,-81.6556,America/New_York,1009833
Fort Worth,Texas,United States,32.7254,-97.3208,America/Chicago,1008106
San Jose,California,United States,37.3394,-121.895,America/Los_Angeles,997368
Guatemala City,Guatemala,Guatemala,14.6407,-90.5133,America/Guatemala,994938
Austin,Texas,United States,30.2672,-97.7431,America/Chicago,974447
Managua,Managua Department,Nicaragua,12.1328,-86.2504,America/Managua,973087
Jerusalem,,Israel,31.769,35.2163,Asia/Jerusalem,971800
Kingston,,Jamaica,17.997,-76.7936,America/Jamaica,937700
Chihuahua,,Mexico,28.6353,-106.0889,America/Chihuahua,925762
Columbus,Ohio,United States,39.9612,-82.9988,America/New_York,913175
Charlotte,North Carolina,United States,35.2271,-80.8431,America/New_York,911311
Bishkek,,Kyrgyzstan,42.87,74.59,Asia/Bishkek,900000
Cancún,Quintana Roo,Mexico,21.1743,-86.8466,America/Cancun,888797
Indianapolis,Indiana,United States,39.7684,-86.158,America/Indiana/Indianapolis,887642
Rotterdam,South Holland,The Netherlands,51.9225,4.4792,Europe/Amsterdam,868135
Tegucigalpa,Francisco Morazán Department,Honduras,14.0818,-87.2068,America/Tegucigalpa,850848
Libreville,Estuaire,Gabon,0.3924,9.4536,Africa/Libreville,846090
Ulan Bator,Ulaanbaatar,Mongolia,47.9077,106.8832,Asia/Ulaanbaatar,844818
Vientiane,Vientiane Prefecture,Laos,17.9667,102.6,Asia/Vientiane,840940
Naucalpan de Juárez,México,Mexico,19.4785,-99.2396,America/Mexico_City,834434
San Francisco,California,United States,37.7749,-122.4194,America/Los_Angeles,827526
Bangui,,Central African Republic,4.3612,18.555,Africa/Bangui,812407
Hermosillo,Sonora,Mexico,29.0887,-110.9668,America/Hermosillo,812229
Culiacán,Sinaloa,Mexico,24.8021,-107.3942,America/Mazatlan,808416
Freetown,Western Area,Sierra Leone,8.4871,-13.2356,Africa/Freetown,802639
Muscat,,Oman,23.5841,58.4078,Asia/Muscat,797000
Seattle,Washington,United States,47.6062,-122.3321,America/Los_Angeles,780995
Bujumbura,Bujumbura Mairie,Burundi,-3.3819,29.3614,Africa/Bujumbura,769317
Winnipeg,Manitoba,Canada,49.8844,-97.147,America/Winnipeg,749607
Morelia,Michoacán,Mexico,19.7008,-101.1844,America/Mexico_City,743275
Riga,,Latvia,56.946,24.1059,Europe/Riga,742572
Torreón,Coahuila,Mexico,25.5439,-103.419,America/Monterrey,735340
Denver,Colorado,United States,39.7392,-104.9847,America/Denver,729019
Álvaro Obregón,Mexico City,Mexico,19.3587,-99.2033,America/Mexico_City,726664
San Luis Potosí,,Mexico,22.1523,-100.9714,America/Monterrey,722772
Aguascalientes,,Mexico,21.8826,-102.2843,America/Mexico_City,722250
Mississauga,Ontario,Canada,43.5789,-79.6583,America/Toronto,717961
Saltillo,Coahuila,Mexico,25.426,-100.9796,America/Monterrey,709671
Sarajevo,Federation of B&H,Bosnia and Herzegovina,43.8486,18.3564,Europe/Sarajevo,696731
Tunis,Tunis Governorate,Tunisia,36.819,10.1658,Africa/Tunis,693210
Washington,District of Columbia,United States,38.8951,-77.0364,America/New_York,689545
Nashville,Tennessee,United States,36.1659,-86.7844,America/Chicago,689447
Oklahoma City,Oklahoma,United States,35.4676,-97.5164,America/Chicago,681054
Dushanbe,,Tajikistan,38.5358,68.779,Asia/Dushanbe,679400
Cotonou,Littoral,Benin,6.3654,2.4183,Africa/Porto-Novo,679012
El Paso,Texas,United States,31.7587,-106.4869,America/Denver,678815
Guadalupe,Nuevo León,Mexico,25.6766,-100.2591,America/Monterrey,673616
Athens,Attica,Greece,37.9838,23.7278,Europe/Athens,664046
Zagreb,,Croatia,45.8144,15.978,Europe/Zagreb,663592
Vancouver,British Columbia,Canada,49.2497,-123.1193,America/Vancouver,662248
Helsinki,Uusimaa,Finland,60.1695,24.9354,Europe/Helsinki,658864
Acapulco de Juárez,Guerrero,Mexico,16.8494,-99.9089,America/Mexico_City,658609
Brampton,Ontario,Canada,43.6834,-79.7663,America/Toronto,656480
Boston,Massachusetts,United States,42.3584,-71.0598,America/New_York,653833
Tlalnepantla,México,Mexico,19.5401,-99.1954,America/Mexico_City,653410
Portland,Oregon,United States,45.5234,-122.6762,America/Los_Angeles,652503
Tlaquepaque,Jalisco,Mexico,20.6412,-103.2934,America/Mexico_City,650123
Macau,,Macao,22.2006,113.5461,Asia/Macau,649335
Colombo,Western Province,Sri Lanka,6.9355,79.8487,Asia/Colombo,648034
Detroit,Michigan,United States,42.3314,-83.0457,America/Detroit,645705
Las Vegas,Nevada,United States,36.175,-115.1372,America/Los_Angeles,641903
New South Memphis,Tennessee,United States,35.0868,-90.0568,America/Chicago,641608
Al Aḩmadī,,Kuwait,29.0769,48.0839,Asia/Kuwait,637411
Chisinau,Chișinău Municipality,Moldova,47.009,28.8594,Europe/Chisinau,635994
Memphis,Tennessee,United States,35.1495,-90.049,America/Chicago,633104
Djibouti,,Djibouti,11.589,43.145,Africa/Djibouti,626512
Louisville,Kentucky,United States,38.2542,-85.7594,America/Kentucky/Louisville,624444
Coyoacán,Mexico City,Mexico,19.3467,-99.1617,America/Mexico_City,614447
Tuxtla,Chiapas,Mexico,16.7536,-93.1158,America/Merida,604147
Reynosa,Tamaulipas,Mexico,26.08,-98.2846,America/Matamoros,589466
Baltimore,Maryland,United States,39.2904,-76.6122,America/New_York,585708
Tlalpan,Mexico City,Mexico,19.2951,-99.1621,America/Mexico_City,574577
South Boston,Massachusetts,United States,42.3334,-71.0495,America/New_York,571281
Hamilton,Ontario,Canada,43.2501,-79.8496,America/Toronto,569353
Surrey,British Columbia,Canada,49.1063,-122.8251,America/Vancouver,568322
Albuquerque,New Mexico,United States,35.0845,-106.6511,America/Denver,564559
Asmara,Maekel,Eritrea,15.3381,38.9318,Africa/Asmara,563930
Milwaukee,Wisconsin,United States,43.0389,-87.9065,America/Chicago,563531
Cuautitlán Izcalli,México,Mexico,19.6439,-99.216,America/Mexico_City,555163
Pristina,,Kosovo,42.6727,21.1669,Europe/Belgrade,550000
Tucson,Arizona,United States,32.2217,-110.9265,America/Phoenix,542629
Vilnius,,Lithuania,54.6892,25.2798,Europe/Vilnius,542366
Fresno,California,United States,36.7477,-119.7724,America/Los_Angeles,542107
Québec,Quebec,Canada,46.8123,-71.2145,America/Toronto,531902
Cuauhtémoc,Mexico City,Mexico,19.4451,-99.1461,America/Mexico_City,531831
San Salvador,San Salvador Department,El Salvador,13.6893,-89.1872,America/El_Salvador,525990
Sacramento,California,United States,38.5816,-121.4944,America/Los_Angeles,524943
Victoria de Durango,Durango,Mexico,24.0203,-104.6576,America/Monterrey,518709
Lisbon,,Portugal,38.7251,-9.1498,Europe/Lisbon,517802
Atlanta,Georgia,United States,33.749,-84.388,America/New_York,510823
Heroica Matamoros,Tamaulipas,Mexico,25.8797,-97.5042,America/Matamoros,510739
Toluca,México,Mexico,19.2879,-99.6532,America/Mexico_City,489333
Ciudad López Mateos,México,Mexico,19.5579,-99.2567,America/Mexico_City,489160
Miami,Florida,United States,25.7743,-80.1937,America/New_York,487014
Omaha,Nebraska,United States,41.2563,-95.9404,America/Chicago,486051
Raleigh,North Carolina,United States,35.7721,-78.6386,America/New_York,482295
Kansas City,Missouri,United States,39.0997,-94.5786,America/Chicago,475378
Skopje,Grad Skopje,North Macedonia,41.9965,21.4314,Europe/Skopje,474889
Long Beach,California,United States,33.767,-118.1892,America/Los_Angeles,474140
Mesa,Arizona,United States,33.4223,-111.8226,America/Phoenix,471825
Halifax,Nova Scotia,Canada,44.6427,-63.5769,America/Halifax,471559
Staten Island,New York,United States,40.5623,-74.1399,America/New_York,468730
Ciudad Apodaca,Nuevo León,Mexico,25.7814,-100.1891,America/Monterrey,467157
Colorado Springs,Colorado,United States,38.8339,-104.8214,America/Denver,456568
Ciudad General Escobedo,Nuevo León,Mexico,25.7966,-100.3177,America/Monterrey,454967
Virginia Beach,Virginia,United States,36.8529,-75.978,America/New_York,454808
Juba,Central Equatoria,South Sudan,4.8517,31.5825,Africa/Juba,450000
Ensenada,Baja California,Mexico,31.8715,-116.6007,America/Tijuana,443807
Xochimilco,Mexico City,Mexico,19.2547,-99.1036,America/Mexico_City,442178
Bissau,,Guinea-Bissau,11.8636,-15.5977,Africa/Bissau,439704
Laval,Quebec,Canada,45.5699,-73.692,America/Toronto,438366
Venustiano Carranza,Mexico City,Mexico,19.4436,-99.105,America/Mexico_City,430978
Veracruz,,Mexico,19.1809,-96.1429,America/Mexico_City,428323
East Jerusalem,West Bank,Palestinian Territory,31.7834,35.2339,Asia/Hebron,428304
Xalapa de Enríquez,Veracruz,Mexico,19.5312,-96.9159,America/Mexico_City,424755
Bratislava,Bratislava Region,Slovakia,48.1482,17.1067,Europe/Bratislava,423737
London,Ontario,Canada,42.9834,-81.233,America/Toronto,422324
Oakland,California,United States,37.8044,-122.2708,America/Los_Angeles,419267
Tirana,,Albania,41.3274,19.8187,Europe/Tirane,418495
San Juan,,Puerto Rico,18.4663,-66.1057,America/Puerto_Rico,418140
Nuevo Laredo,Tamaulipas,Mexico,27.4763,-99.5164,America/Matamoros,416055
Zürich,Zurich,Switzerland,47.3667,8.55,Europe/Zurich,415367
Azcapotzalco,Mexico City,Mexico,19.487,-99.1859,America/Mexico_City,414711
Tampa,Florida,United States,27.9475,-82.4584,America/New_York,414547
Tulsa,Oklahoma,United States,36.154,-95.9928,America/Chicago,413066
San Nicolás de los Garza,Nuevo León,Mexico,25.7417,-100.3022,America/Monterrey,412199
Minneapolis,Minnesota,United States,44.98,-93.2638,America/Chicago,410939
Panama City,Panamá,Panama,8.9936,-79.5197,America/Panama,408168
Wichita,Kansas,United States,37.6922,-97.3375,America/Chicago,396119
Tallinn,Harjumaa,Estonia,59.437,24.7535,Europe/Tallinn,394024
Arlington,Texas,United States,32.7357,-97.1081,America/Chicago,388125
Windhoek,Khomas Region,Namibia,-22.5594,17.0832,Africa/Windhoek,386219
Bakersfield,California,United States,35.3733,-119.0187,America/Los_Angeles,373640
Cleveland,Ohio,United States,41.4995,-81.6954,America/New_York,365379
Etobicoke,Ontario,Canada,43.6442,-79.5699,America/Toronto,365000
New Orleans,Louisiana,United States,29.9547,-90.0751,America/Chicago,362701
Maseru,Maseru District,Lesotho,-29.3167,27.4833,Africa/Maseru,359753
Aurora,Colorado,United States,39.7294,-104.8319,America/Denver,359407
Honolulu,Hawaii,United States,21.3069,-157.8583,Pacific/Honolulu,350964
Anaheim,California,United States,33.8353,-117.9145,America/Los_Angeles,350742
Doha,Baladiyat ad Dawhah,Qatar,25.2855,51.531,Asia/Qatar,344939
Serekunda,Banjul,Gambia,13.4383,-16.6781,Africa/Banjul,340000
West Raleigh,North Carolina,United States,35.7868,-78.6639,America/New_York,338759
Markham,Ontario,Canada,43.8668,-79.2663,America/Toronto,338503
San José,,Costa Rica,9.9339,-84.0849,America/Costa_Rica,335007
Orlando,Florida,United States,28.5383,-81.3792,America/New_York,334854
Vaughan,Ontario,Canada,43.8361,-79.4983,America/Toronto,323103
Lexington,Kentucky,United States,37.9887,-84.4777,America/New_York,320347
Riverside,California,United States,33.9534,-117.3962,America/Los_Angeles,317261
Corpus Christi,Texas,United States,27.8006,-97.3964,America/Chicago,316239
Lexington-Fayette,Kentucky,United States,38.0498,-84.4586,America/New_York,314488
Cincinnati,Ohio,United States,39.1271,-84.5144,America/New_York,311097
Santa Ana,California,United States,33.7456,-117.8678,America/Los_Angeles,310227
Stockton,California,United States,37.9577,-121.2908,America/Los_Angeles,305658
Pittsburgh,Pennsylvania,United States,40.4406,-79.9959,America/New_York,304391
Saint Paul,Minnesota,United States,44.9444,-93.0933,America/Chicago,303176
Gatineau,Quebec,Canada,45.4772,-75.7016,America/Toronto,300045
Lincoln,Nebraska,United States,40.8,-96.667,America/Chicago,294757
Victoria,British Columbia,Canada,48.4359,-123.3516,America/Vancouver,289625
Anchorage,Alaska,United States,61.2181,-149.9003,America/Anchorage,289600
Meads,Kentucky,United States,38.4126,-82.7091,America/New_York,288649
Henderson,Nevada,United States,36.0397,-114.9819,America/Los_Angeles,285667
Greensboro,North Carolina,United States,36.0726,-79.792,America/New_York,285342
Port Moresby,National Capital,Papua New Guinea,-9.4772,147.1509,Pacific/Port_Moresby,283733
Plano,Texas,United States,33.0198,-96.6989,America/Chicago,283558
Newark,New Jersey,United States,40.7357,-74.1724,America/New_York,281944
Madison,Wisconsin,United States,43.0731,-89.4012,America/Chicago,280305
St. Louis,Missouri,United States,38.6273,-90.1979,America/Chicago,279695
Ljubljana,,Slovenia,46.0511,14.5051,Europe/Ljubljana,272220
Saskatoon,Saskatchewan,Canada,52.1324,-106.6689,America/Regina,266141
Chula Vista,California,United States,32.6401,-117.0842,America/Los_Angeles,265757
Toledo,Ohio,United States,41.6639,-83.5552,America/New_York,265638
Jersey City,New Jersey,United States,40.7282,-74.0776,America/New_York,264290
Reno,Nevada,United States,39.5296,-119.8138,America/Los_Angeles,264165
Chandler,Arizona,United States,33.3062,-111.8413,America/Phoenix,260828
Fort Wayne,Indiana,United States,41.1306,-85.1289,America/Indiana/Indianapolis,260326
Buffalo,New York,United States,42.8865,-78.8784,America/New_York,258071
Durham,North Carolina,United States,35.994,-78.8986,America/New_York,257636
St. Petersburg,Florida,United States,27.7709,-82.6793,America/New_York,257083
Irvine,California,United States,33.6695,-117.8231,America/Los_Angeles,256927
Kitchener,Ontario,Canada,43.4254,-80.5112,America/Toronto,256885
Laredo,Texas,United States,27.5064,-99.5075,America/Chicago,256153
Burnaby,British Columbia,Canada,49.2664,-122.9526,America/Vancouver,249125
Lubbock,Texas,United States,33.5779,-101.8552,America/Chicago,249042
Gilbert,Arizona,United States,33.3528,-111.789,America/Phoenix,247542
Gaborone,,Botswana,-24.6545,25.9086,Africa/Gaborone,246325
Tri-Cities,Washington,United States,46.2454,-119.1962,America/Los_Angeles,244036
Winston-Salem,North Carolina,United States,36.0999,-80.2442,America/New_York,241218
Glendale,Arizona,United States,33.5386,-112.186,America/Phoenix,240126
Norfolk,Virginia,United States,36.8468,-76.2852,America/New_York,238005
Hialeah,Florida,United States,25.8576,-80.2781,America/New_York,237069
Garland,Texas,United States,32.9126,-96.6389,America/Chicago,236897
Podgorica,,Montenegro,42.4412,19.2631,Europe/Podgorica,236852
Scottsdale,Arizona,United States,33.5092,-111.899,America/Phoenix,236839
Irving,Texas,United States,32.814,-96.9489,America/Chicago,236607
Boise,Idaho,United States,43.6135,-116.2035,America/Boise,235684
Chesapeake,Virginia,United States,36.819,-76.2749,America/New_York,235429
Georgetown,Demerara-Mahaica,Guyana,6.8045,-58.1553,America/Guyana,235017
North Las Vegas,Nevada,United States,36.1989,-115.1175,America/Los_Angeles,234807
Fremont,California,United States,37.5483,-121.9886,America/Los_Angeles,232206
Windsor,Ontario,Canada,42.3001,-83.0165,America/Toronto,229660
Spokane,Washington,United States,47.6597,-117.4291,America/Los_Angeles,229447
Longueuil,Quebec,Canada,45.5152,-73.4682,America/Toronto,229330
Nassau,New Providence,Bahamas,25.0582,-77.3431,America/Nassau,227940
Baton Rouge,Louisiana,United States,30.4433,-91.1875,America/Chicago,227470
Upper West Side,New York,United States,40.7871,-73.9754,America/New_York,226989
Richmond,Virginia,United States,37.5538,-77.4603,America/New_York,226610
Regina,Saskatchewan,Canada,50.4501,-104.6178,America/Regina,226404
Paramaribo,Paramaribo District,Suriname,5.8664,-55.1668,America/Paramaribo,223757
Paradise,Nevada,United States,36.0972,-115.1467,America/Los_Angeles,223167
Tacoma,Washington,United States,47.2529,-122.4443,America/Los_Angeles,222906
Jamaica,New York,United States,40.6915,-73.8057,America/New_York,216866
San Bernardino,California,United States,34.1083,-117.2898,America/Los_Angeles,216108
Salt Lake City,Utah,United States,40.7608,-111.8911,America/Denver,215548
Huntsville,Alabama,United States,34.7304,-86.5859,America/Chicago,215006
Des Moines,Iowa,United States,41.6005,-93.6091,America/Chicago,214133
Oakville,Ontario,Canada,43.4501,-79.6829,America/Toronto,213759
Fontana,California,United States,34.0922,-117.4351,America/Los_Angeles,212704
Modesto,California,United States,37.6391,-120.9969,America/Los_Angeles,211266
Richmond,British Columbia,Canada,49.17,-123.1368,America/Vancouver,209937
Rochester,New York,United States,43.1548,-77.6156,America/New_York,209802
Maryvale,Arizona,United States,33.502,-112.1776,America/Phoenix,208189
Arlington,Virginia,United States,38.881,-77.1043,America/New_York,207627
Oxnard,California,United States,34.1975,-119.177,America/Los_Angeles,207254
Columbus,Georgia,United States,32.461,-84.9877,America/New_York,206922
Worcester,Massachusetts,United States,42.2626,-71.8023,America/New_York,206518
Moreno Valley,California,United States,33.9375,-117.2306,America/Los_Angeles,204198
Little Rock,Arkansas,United States,34.7465,-92.2896,America/Chicago,202591
Richmond Hill,Ontario,Canada,43.8711,-79.4373,America/Toronto,202022
Fayetteville,North Carolina,United States,35.0527,-78.8784,America/New_York,201963
Huntington Beach,California,United States,33.6603,-117.9992,America/Los_Angeles,201899
Tallahassee,Florida,United States,30.4383,-84.2807,America/New_York,201731
Yonkers,New York,United States,40.9304,-73.8979,America/New_York,201116
Glendale,California,United States,34.1425,-118.2551,America/Los_Angeles,201020
Cypress,Texas,United States,29.9691,-95.6972,America/Chicago,200839
Aurora,Illinois,United States,41.7606,-88.3201,America/Chicago,200661
Nicosia,,Cyprus,35.1728,33.354,Asia/Nicosia,200452
Amarillo,Texas,United States,35.222,-101.8313,America/Chicago,198645
Akron,Ohio,United States,41.0814,-81.519,America/New_York,197542
Vancouver,Washington,United States,45.6387,-122.6615,America/Los_Angeles,196442
Birmingham,Alabama,United States,33.5207,-86.8025,America/Chicago,196357
Laayoune,,Western Sahara,27.1418,-13.188,Africa/El_Aaiun,196331
Montgomery,Alabama,United States,32.3668,-86.3,America/Chicago,195287
Grand Rapids,Michigan,United States,42.9634,-85.6681,America/Detroit,195097
Peoria,Arizona,United States,33.5806,-112.2374,America/Phoenix,190985
Providence,Rhode Island,United States,41.824,-71.4128,America/New_York,190934
Knoxville,Tennessee,United States,35.9606,-83.9207,America/New_York,190740
Sunrise Manor,Nevada,United States,36.2111,-115.0731,America/Los_Angeles,189372
Grand Prairie,Texas,United States,32.746,-96.9978,America/Chicago,187809
Shreveport,Louisiana,United States,32.5251,-93.7502,America/Chicago,187593
Burlington,Ontario,Canada,43.3862,-79.8371,America/Toronto,186948
Brownsville,Texas,United States,25.9017,-97.4975,America/Chicago,186738
Overland Park,Kansas,United States,38.9822,-94.6708,America/Chicago,186515
Newport News,Virginia,United States,36.9804,-76.4297,America/New_York,186247
Mobile,Alabama,United States,30.6944,-88.043,America/Chicago,183289
Fort Lauderdale,Florida,United States,26.1223,-80.1434,America/New_York,183146
Santa Clarita,California,United States,34.3917,-118.5426,America/Los_Angeles,182371
Chattanooga,Tennessee,United States,35.0456,-85.3097,America/New_York,181099
Nepean,Ontario,Canada,45.3362,-75.7225,America/Toronto,180000
East Flatbush,New York,United States,40.6537,-73.9304,America/New_York,178464
Spring Valley,Nevada,United States,36.108,-115.245,America/Los_Angeles,178395
Santa Rosa,California,United States,38.4405,-122.7144,America/Los_Angeles,178127
Eugene,Oregon,United States,44.0521,-123.0867,America/Los_Angeles,176654
Al Muharraq,Muharraq,Bahrain,26.2572,50.6119,Asia/Bahrain,176583
Tempe,Arizona,United States,33.4148,-111.9093,America/Phoenix,175826
Oceanside,California,United States,33.1959,-117.3795,America/Los_Angeles,175691
Salem,Oregon,United States,44.9429,-123.0351,America/Los_Angeles,175535
Garden Grove,California,United States,33.7739,-117.9415,America/Los_Angeles,175393
Oshawa,Ontario,Canada,43.9001,-78.8496,America/Toronto,175383
Rancho Cucamonga,California,United States,34.1064,-117.5931,America/Los_Angeles,175236
Cape Coral,Florida,United States,26.5629,-81.9495,America/New_York,175229
East New York,New York,United States,40.6668,-73.8824,America/New_York,173198
Bata,Litoral,Equatorial Guinea,1.8639,9.7658,Africa/Malabo,173046
Sioux Falls,South Dakota,United States,43.5437,-96.728,America/Chicago,171544
Ontario,California,United States,34.0633,-117.6509,America/Los_Angeles,171214
Fort Collins,Colorado,United States,40.5853,-105.0844,America/Denver,170924
Springfield,Missouri,United States,37.2153,-93.2982,America/Chicago,170188
Hollywood,California,United States,34.0983,-118.3267,America/Los_Angeles,167664
Elk Grove,California,United States,38.4088,-121.3716,America/Los_Angeles,166913
Clarksville,Tennessee,United States,36.5298,-87.3594,America/Chicago,166722
Pembroke Pines,Florida,United States,26.0032,-80.2239,America/New_York,166611
Greater Sudbury,Ontario,Canada,46.49,-80.99,America/Toronto,166004
Deer Valley,Arizona,United States,33.6839,-112.1349,America/Phoenix,165656
Murfreesboro,Tennessee,United States,35.8456,-86.3903,America/Chicago,165430
Port Saint Lucie,Florida,United States,27.2939,-80.3503,America/New_York,164603
Corona,California,United States,33.8753,-117.5664,America/Los_Angeles,164226
McKinney,Texas,United States,33.1976,-96.6153,America/Chicago,162898
Lancaster,California,United States,34.698,-118.1367,America/Los_Angeles,161103
Cary,North Carolina,United States,35.7915,-78.7811,America/New_York,159769
Alexandria,Virginia,United States,38.8048,-77.0469,America/New_York,159467
Newton,British Columbia,Canada,49.1333,-122.85,America/Vancouver,159390
Tempe Junction,Arizona,United States,33.4142,-111.9435,America/Phoenix,158368
Palmdale,California,United States,34.5794,-118.1165,America/Los_Angeles,158351
Hayward,California,United States,37.6688,-122.0808,America/Los_Angeles,158289
Salinas,California,United States,36.6777,-121.6555,America/Los_Angeles,157380
Sunnyvale,California,United States,37.3688,-122.0363,America/Los_Angeles,155805
Port Louis,,Mauritius,-20.1619,57.4989,Indian/Mauritius,155226
Saint-Denis,Reunion,Reunion,-20.8823,55.4504,Indian/Reunion,154765
Frisco,Texas,United States,33.1507,-96.8236,America/Chicago,154407
Springfield,Massachusetts,United States,42.1015,-72.5898,America/New_York,154341
East Chattanooga,Tennessee,United States,35.0654,-85.2491,America/New_York,154024
Pasadena,Texas,United States,29.6911,-95.2091,America/Chicago,153784
Jackson,Mississippi,United States,32.2988,-90.1848,America/Chicago,153701
Pomona,California,United States,34.0553,-117.7523,America/Los_Angeles,153266
Kansas City,Kansas,United States,39.1142,-94.6275,America/Chicago,152933
Washington Heights,New York,United States,40.8501,-73.9354,America/New_York,152613
Lakewood,Colorado,United States,39.7047,-105.0814,America/Denver,152597
Escondido,California,United States,33.1192,-117.0864,America/Los_Angeles,151038
Astoria,New York,United States,40.7721,-73.9301,America/New_York,150165
Gloucester,Ontario,Canada,45.35,-75.6333,America/Toronto,150012
Dili,Dili Municipality,Timor Leste,-8.5586,125.5736,Asia/Dili,150000
Hollywood,Florida,United States,26.0112,-80.1495,America/New_York,149728
Borough Park,New York,United States,40.634,-73.9968,America/New_York,149248
Saguenay,Quebec,Canada,48.4168,-71.0657,America/Toronto,148886
Coquitlam,British Columbia,Canada,49.2846,-122.7822,America/Vancouver,148625
Valencia,California,United States,34.4436,-118.6095,America/Los_Angeles,148456
Rockford,Illinois,United States,42.2711,-89.094,America/Chicago,148278
East Hampton,Virginia,United States,37.0374,-76.3316,America/New_York,147993
Joliet,Illinois,United States,41.5252,-88.0834,America/Chicago,147861
Barrie,Ontario,Canada,44.4001,-79.6663,America/Toronto,147829
Savannah,Georgia,United States,32.0835,-81.0998,America/New_York,147780
Paterson,New Jersey,United States,40.9168,-74.1718,America/New_York,147754
Bridgeport,Connecticut,United States,41.1792,-73.1894,America/New_York,147629
Naperville,Illinois,United States,41.7859,-88.1473,America/Chicago,147100
Rosemont–La Petite-Patrie,Quebec,Canada,45.5366,-73.6069,America/Toronto,146501
Gainesville,Florida,United States,29.6516,-82.3248,America/New_York,145214
Villeray–Saint-Michel–Parc-Extension,Quebec,Canada,45.5587,-73.6054,America/Toronto,144814
Mesquite,Texas,United States,32.7668,-96.5992,America/Chicago,144788
Kelowna,British Columbia,Canada,49.8831,-119.4857,America/Vancouver,144576
Trois-Rivières,Quebec,Canada,46.3451,-72.5477,America/Toronto,144472
Syracuse,New York,United States,43.0481,-76.1474,America/New_York,144142
Guelph,Ontario,Canada,43.5459,-80.256,America/Toronto,143740
Torrance,California,United States,33.8359,-118.3406,America/Los_Angeles,143592
Lévis,Quebec,Canada,46.8033,-71.1779,America/Toronto,143414
Surprise,Arizona,United States,33.6306,-112.3332,America/Phoenix,143148
Mercier–Hochelaga-Maisonneuve,Quebec,Canada,45.5719,-73.5463,America/Toronto,142753
Metairie Terrace,Louisiana,United States,29.9785,-90.164,America/Chicago,142489
Columbia,South Carolina,United States,34.0007,-81.0348,America/New_York,142416
